4.750886106344313076e-01,8.241296048259659779e-01,8.422566035746761770e+00
5.966637746018628174e-01,7.818230109653634408e-02,6.427874452493334445e+00
6.696942393282634409e-02,7.949896289467536237e-01,7.518907734705913448e+00
7.256213782223341902e-02,6.000122176580133804e-01,6.945160928618506979e+00
1.989760262970783344e-01,8.766595010502234997e-01,8.027930555744827501e+00
1.518609970085410543e-01,8.032045170685091495e-01,7.713335545222610001e+00
1.001043445814446819e-01,4.019707513207053662e-01,6.406120943125005240e+00
1.292938646088541699e-01,1.351921531465174464e-01,5.664164188657260901e+00
5.532777318076534945e-01,2.661914967961447331e-01,6.905129954003741410e+00
1.878148249238782430e-01,1.322534255665974712e-03,5.379597252614754410e+00
9.521012430312082442e-01,6.534032480159256417e-01,8.864412230110193747e+00
6.816117788074266270e-01,8.551240128049386602e-02,6.619760761456334741e+00
5.410196733597711916e-01,1.792885769734378076e-01,6.619905077639855584e+00
7.071806008078976857e-01,2.449765275825619426e-01,7.149290784363481421e+00
2.638866709525133913e-01,4.061024823971141062e-01,6.746080789096369656e+00
9.267256842537278105e-01,6.867999479590607415e-01,8.913851212384638956e+00
8.391930577999706653e-01,4.444675644663957925e-01,8.011788808999128264e+00
7.263194984280372246e-01,5.037705658602740222e-01,7.963950694436896072e+00
4.802399560854100358e-01,9.320779727657080294e-02,6.240103304000532702e+00
8.421031858766467870e-01,3.381774011033118477e-01,7.698738575063229561e+00
7.447523234243592638e-01,2.066685447593048508e-01,7.109510281126633302e+00
6.603259063996125278e-01,7.391375485835230963e-01,8.538064458549794011e+00
9.139752670059377859e-01,1.765261467309975352e-02,6.880908378031175054e+00
6.336655637875747704e-01,6.167959417168382696e-01,8.117718952725663684e+00
3.659405848526093852e-01,6.978869256696411671e-01,7.825541946714142938e+00
5.528445731504455507e-01,5.046430171216499394e-01,7.619618197665841031e+00
1.963805767001368663e-01,4.447750065478184300e-02,5.526193655364619595e+00
1.920722963936031258e-01,2.510925371658887517e-01,6.137422204284872507e+00
7.256696239328208620e-01,2.378256220072196836e-01,7.164816113887300553e+00
7.849367034311310887e-01,2.677671825100903513e-01,7.373174954392533564e+00
9.720983636837657871e-01,2.631899264495166646e-01,7.733766506716081679e+00
8.509714170415016987e-01,9.727154866535538957e-01,9.620089294043665973e+00
5.435943265958227411e-01,7.911612519170002633e-01,8.460672408942645717e+00
8.979086952306480907e-02,8.909107316191795523e-01,7.852313933903668719e+00
4.888732446161128120e-01,7.135028950125846814e-01,8.118255174269979335e+00
9.279363475621256185e-01,3.466617383607922820e-01,7.895857910206627750e+00
7.876181995034763350e-01,9.418534223614301037e-01,9.400796666091242315e+00
4.850942260540881401e-01,4.844551495468218949e-01,7.423553900748641965e+00
4.552793614808863243e-01,1.854349398448946751e-01,6.466863542496456674e+00
2.179857684093535752e-01,7.294992196193959000e-01,7.624469195676894628e+00
1.772133808018235834e-01,2.593050949061588284e-01,6.132342046322123430e+00
7.362366921935759034e-02,8.227854123431951328e-01,7.615603575468300690e+00
8.923931875870925179e-01,7.404789155316821025e-01,9.006223121769231454e+00
6.401766168990589145e-01,2.902003159246469011e-01,7.150954181572058310e+00
1.433323174713213577e-01,4.596428553567104558e-01,6.665593201012773861e+00
4.141269197162072979e-01,7.150973217076234123e-01,7.973545804555285166e+00
4.910892439787362118e-02,6.680154645137592606e-01,7.102264242337025024e+00
2.093733495223636387e-01,5.265784641906806618e-01,6.998482091616769374e+00
7.307081241290382945e-01,2.141429223799276027e-01,7.103845015397859619e+00
6.511227704415993855e-01,3.243929978084114651e-01,7.275424534308433167e+00
4.789782973769777241e-01,6.947930844864724786e-01,8.042335848213372884e+00
2.747805054956392601e-01,4.569830826858218842e-01,6.920510259048744395e+00
6.522231250661847390e-01,7.178601513603840578e-01,8.458026704213521541e+00
9.564495113173804297e-01,6.841160200025316884e-01,8.965247082642356702e+00
4.355205561751928078e-01,3.556516703435077531e-01,6.937996123380909097e+00
7.013250508767021607e-02,9.909815715454473040e-02,5.437559481638974290e+00
5.773148782296755321e-02,6.807863684161898910e-01,7.157822080894504779e+00
8.287101879755742750e-02,3.555833470049913902e-01,6.232492078610088804e+00
9.597071872532211279e-01,5.649648057066070095e-01,8.614308791626264394e+00
5.407608361864938429e-01,1.249951765383314761e-01,6.456507201987982114e+00
8.374624326697224230e-01,1.460212406002799890e-01,7.112988587140284480e+00
1.700335442371346817e-01,4.238390355256305142e-01,6.611584195051160684e+00
2.603450727289151612e-01,6.693788352263509989e-01,7.528826651136883541e+00
6.919775118728427321e-01,1.174646797735405812e-01,6.736349063066307430e+00
8.955703281419835626e-01,7.744471841378764987e-01,9.114482208697596732e+00
3.406884844601595352e-01,8.513640788626323230e-01,8.235469205508216817e+00
6.467319799028325988e-02,6.726228796318717285e-01,7.147215034876181150e+00
8.641196694106437759e-01,7.496090292309123271e-01,8.977066426514024755e+00
2.908724458294760229e-01,2.384802790381269633e-01,6.297185728773333047e+00
7.410824063995625766e-01,1.002670096455718918e-01,6.782965841735840939e+00
1.580336547014939974e-01,3.291296584810340375e-01,6.303456284846090441e+00
6.949634351408758848e-01,1.255417840714944111e-01,6.766552222496235558e+00
8.414196190311481471e-01,4.164898956721710954e-01,7.932308925078809914e+00
7.271520787467092850e-01,7.611243506096739830e-01,8.737677209322441740e+00
3.591075248634914008e-01,2.810970701804802463e-01,6.561506260268423318e+00
7.266897514901978772e-01,8.558444797940433224e-01,9.020912942362524944e+00
1.394671241824603225e-01,4.529846772259924492e-01,6.637888280042897549e+00
3.138191152332220346e-01,1.619052189250721474e-01,6.113353887241660622e+00
4.195827566829445354e-01,6.422800168328890447e-01,7.766005563864556649e+00
8.772120389443170962e-01,4.385240894847968196e-01,8.069996346343025095e+00
1.537402085711430111e-01,3.302295189515921381e-01,6.298168973997062992e+00
8.801247902493155584e-01,5.163852630764507179e-01,8.309405369727983270e+00
7.989643192208039091e-01,9.910724318994122983e-01,9.571145934139845934e+00
9.716242970779807031e-01,7.518830936100926454e-01,9.198897874986240453e+00
3.677029833034604067e-01,2.935579446860587804e-01,6.616079800665096933e+00
2.049397689077790963e-01,9.274398118743478747e-01,8.192198973438602039e+00
2.405703203345990193e-01,1.841657381682397787e-01,6.033637855173917153e+00
8.278628014214208797e-01,4.081420683510500469e-01,7.880151807895991567e+00
9.652281485939153693e-01,3.725944582308143849e-01,8.048239671880274670e+00
6.988099983804234583e-01,9.856966947199297113e-01,9.354710080920636273e+00
4.824970417738299044e-01,4.518368182665599697e-03,5.978549188095656497e+00
2.870497646811328574e-01,6.492655926023525037e-01,7.521896307169322782e+00
8.336878843431596575e-01,5.086612717802835304e-01,8.193359584027170683e+00
